strategy_id,effective_strategy_id,independent_algorithm_id,equivalence_group,from_ticket_count,to_ticket_count,evaluated_draws,complete_portfolios,incremental_m4plus_hits,incremental_m4plus_rate,incremental_interval_95,random_incremental_m4plus_hits,random_incremental_m4plus_rate,random_incremental_interval_95,incremental_difference_vs_random,incremental_difference_interval_95,paired_p_value
biglotto_ts3_markov_4bet_w30,registry::biglotto_ts3_markov_4bet_w30@sp20_v1,biglotto_ts3_markov_4bet_w30,,15,20,2025,2025,11,0.005432098765432099,"[0.003035914935,0.009701136898]",102,0.005037037037037037,"[0.004098765432,0.006074074074]",0.00039506172839506143,"[-0.002765432099,0.003950617284]",0.4221561784094267
biglotto_ts3_markov_freq_5bet,biglotto_ts3_markov_freq_5bet@sp20_v1,biglotto_ts3_markov_freq_5bet,ts3_markov_freq_aliases,15,20,2025,2025,10,0.0049382716049382715,"[0.002684596342,0.009066671218]",102,0.005037037037037037,"[0.004098765432,0.006074074074]",-9.876543209876571e-05,"[-0.003111111111,0.003259259259]",0.5355627943159432
cluster_pivot_biglotto,cluster_pivot_biglotto@sp20_v1,cluster_pivot_biglotto,,15,20,2025,2025,8,0.003950617283950617,"[0.002003190075,0.007776508942]",102,0.005037037037037037,"[0.004098765432,0.006074074074]",-0.00108641975308642,"[-0.003753086420,0.001975308642]",0.7726103088125694
cold_complement_biglotto,registry::cold_complement_biglotto@sp20_v1,cold_complement_biglotto,,15,20,2025,2025,10,0.0049382716049382715,"[0.002684596342,0.009066671218]",102,0.005037037037037037,"[0.004098765432,0.006074074074]",-9.876543209876571e-05,"[-0.003061728395,0.003358024691]",0.5355627943159432
coldpool15_biglotto,registry::coldpool15_biglotto@sp20_v1,coldpool15_biglotto,,15,20,2025,2025,9,0.0044444444444444444,"[0.002340008962,0.008425474327]",102,0.005037037037037037,"[0.004098765432,0.006074074074]",-0.0005925925925925929,"[-0.003456790123,0.002469135802]",0.6558853362442565
fourier30_markov30_biglotto,registry::fourier30_markov30_biglotto@sp20_v1,fourier30_markov30_biglotto,,15,20,2025,2025,7,0.0034567901234567903,"[0.001675475889,0.007118438856]",102,0.005037037037037037,"[0.004098765432,0.006074074074]",-0.0015802469135802473,"[-0.004049382716,0.001432098765]",0.872972444107727
gap_dynamic_threshold_biglotto,gap_dynamic_threshold_biglotto@sp20_v1,gap_dynamic_threshold_biglotto,,15,20,2025,2025,12,0.005925925925925926,"[0.003393140346,0.010329695758]",102,0.005037037037037037,"[0.004098765432,0.006074074074]",0.0008888888888888886,"[-0.002370370370,0.004493827160]",0.32110687110301306
history::lottery_api/models/core_satellite.py,history::lottery_api/models/core_satellite.py,history::lottery_api/models/core_satellite.py,core_satellite_family,15,20,2025,20235,69,0.0034099332839140103,"[0.002666666667,0.004197530864]",102,0.005037037037037037,"[0.004098765432,0.006074074074]",-0.0016296296296296297,"[-0.002913580247,-0.000395061728]",0.9952539751387217
history::lottery_api/models/social_wisdom_predictor.py,history::lottery_api/models/social_wisdom_predictor.py@sp20_v1,history::lottery_api/models/social_wisdom_predictor.py,social_wisdom_family,15,20,2025,20250,104,0.005135802469135802,"[0.004148148148,0.006172839506]",102,0.005037037037037037,"[0.004098765432,0.006074074074]",9.876543209876544e-05,"[-0.001283950617,0.001530864198]",0.4723832512815009
history::lottery_api/models/zone_split.py,history::lottery_api/models/zone_split.py,history::lottery_api/models/zone_split.py,zone_split_family,15,20,2025,20250,101,0.004987654320987654,"[0.002518518519,0.007753086420]",102,0.005037037037037037,"[0.004098765432,0.006074074074]",-4.938271604938291e-05,"[-0.002716049383,0.002864197531]",0.5268920371793924
hot_stop_rebound_biglotto,hot_stop_rebound_biglotto@sp20_v1,hot_stop_rebound_biglotto,,15,20,2025,2025,11,0.005432098765432099,"[0.003035914935,0.009701136898]",102,0.005037037037037037,"[0.004098765432,0.006074074074]",0.00039506172839506143,"[-0.002765432099,0.003901234568]",0.4221561784094266
markov_2bet_biglotto,registry::markov_2bet_biglotto@sp20_v1,markov_2bet_biglotto,,15,20,2025,2025,12,0.005925925925925926,"[0.003393140346,0.010329695758]",102,0.005037037037037037,"[0.004098765432,0.006074074074]",0.0008888888888888886,"[-0.002320987654,0.004493827160]",0.3211068711030131
markov_repeat_exception_biglotto,markov_repeat_exception_biglotto@sp20_v1,markov_repeat_exception_biglotto,,15,20,2025,2025,7,0.0034567901234567903,"[0.001675475889,0.007118438856]",102,0.005037037037037037,"[0.004098765432,0.006074074074]",-0.0015802469135802473,"[-0.004197530864,0.001432098765]",0.8729724441077272
markov_single_biglotto,registry::markov_single_biglotto@sp20_v1,markov_single_biglotto,,15,20,2025,2025,11,0.005432098765432099,"[0.003035914935,0.009701136898]",102,0.005037037037037037,"[0.004098765432,0.006074074074]",0.0003950617283950615,"[-0.002716049383,0.004049382716]",0.42077314120418063
neighbor_injection_biglotto,neighbor_injection_biglotto@sp20_v1,neighbor_injection_biglotto,,15,20,2025,2025,5,0.0024691358024691358,"[0.001055114140,0.005767232062]",102,0.005037037037037037,"[0.004098765432,0.006074074074]",-0.002567901234567901,"[-0.004790123457,0.000049382716]",0.9857144502571062
predict_biglotto_echo_2bet,predict_biglotto_echo_2bet@sp20_v1,predict_biglotto_echo_2bet,,15,20,2025,2025,7,0.0034567901234567903,"[0.001675475889,0.007118438856]",102,0.005037037037037037,"[0.004098765432,0.006074074074]",-0.0015802469135802473,"[-0.004246913580,0.001283950617]",0.872972444107727
predict_biglotto_echo_phase2,predict_biglotto_echo_phase2@sp20_v1,predict_biglotto_echo_phase2,,15,20,2025,2025,9,0.0044444444444444444,"[0.002340008962,0.008425474327]",102,0.005037037037037037,"[0.004098765432,0.006074074074]",-0.0005925925925925929,"[-0.003407407407,0.002469135802]",0.6558853362442566
predict_biglotto_mixed_3bet,predict_biglotto_mixed_3bet@sp20_v1,predict_biglotto_mixed_3bet,,15,20,2025,2025,7,0.0034567901234567903,"[0.001675475889,0.007118438856]",102,0.005037037037037037,"[0.004098765432,0.006074074074]",-0.0015802469135802473,"[-0.004098765432,0.001382716049]",0.872972444107727
predict_biglotto_regime,predict_biglotto_regime@sp20_v1,predict_biglotto_regime,,15,20,2025,2025,9,0.0044444444444444444,"[0.002340008962,0.008425474327]",102,0.005037037037037037,"[0.004098765432,0.006074074074]",-0.0005925925925925929,"[-0.003456790123,0.002617283951]",0.6558853362442565
ts3_regime_3bet,registry::ts3_regime_3bet@sp20_v1,ts3_regime_3bet,,15,20,2025,2025,10,0.0049382716049382715,"[0.002684596342,0.009066671218]",102,0.005037037037037037,"[0.004098765432,0.006074074074]",-9.87654320987657e-05,"[-0.003111111111,0.003456790123]",0.5358457363617025
